sp_com,sp_sci,food_type,wax_visible,wax_amount,age,sex,lat,lon,imageID,date,timestart,timefinish,waxplacement,waxfinished,cameratrap,guided,time_from_harvesttoplaced,trial,timestart_UNIX,timefinish_UNIX,waxplacement_UNIX,waxfinished_UNIX,duration,timeafterplacement,timefromwaxfinish,waxduration,censored,final_animal,arrival,cameratrap_endtimeUNIX,trapduration,interval start,interval finish,trap_duration_days,offset,offset_days
Lesser honeyguide,Indicator minor,not_eating ,1,4,A,U,-12.18616,38.13871,IMAG2804,03-10-21,03-10-21 15:38,03-10-21 15:38,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633275522,1633275525,1633075080,1633349257,3,200443,73732,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
Greater honeyguide,Indicator indicator,not_eating ,1,4,A,M,-12.18616,38.13871,IMAG2807,03-10-21,03-10-21 15:39,03-10-21 15:39,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633275589,1633275593,1633075080,1633349257,4,200510,73664,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
Greater honeyguide,Indicator indicator,wax,1,3,A,M,-12.18616,38.13871,IMAG2819,03-10-21,03-10-21 16:05,03-10-21 16:05,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633277137,1633277140,1633075080,1633349257,3,202058,72117,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
Greater honeyguide,Indicator indicator,wax_brood,1,3,A,F,-12.18616,38.13871,IMAG2822,04-10-21,04-10-21 5:22,04-10-21 5:22,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633324957,1633324960,1633075080,1633349257,3,249878,24297,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
Greater honeyguide,Indicator indicator,wax_brood,1,3,A,M,-12.18616,38.13871,IMAG2825,04-10-21,04-10-21 5:43,04-10-21 5:43,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633326232,1633326235,1633075080,1633349257,3,251153,23022,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
Greater honeyguide,Indicator indicator,wax_brood,1,3,A,F,-12.18616,38.13871,IMAG2828,04-10-21,04-10-21 5:52,04-10-21 5:52,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633326735,1633326739,1633075080,1633349257,4,251656,22518,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
Greater honeyguide,Indicator indicator,wax_brood,1,3,A,M,-12.18616,38.13871,IMAG2834,04-10-21,04-10-21 6:05,04-10-21 6:06,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633327557,1633327561,1633075080,1633349257,5,252478,21696,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
Greater honeyguide,Indicator indicator,wax_brood,1,3,A,M,-12.18616,38.13871,IMAG2840,04-10-21,04-10-21 6:28,04-10-21 6:28,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633328883,1633328887,1633075080,1633349257,5,253804,20370,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
Lesser honeyguide,Indicator minor,wax_brood,1,3,A,U,-12.18616,38.13871,IMAG2843,04-10-21,04-10-21 6:37,04-10-21 6:39,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633329456,1633329562,1633075080,1633349257,107,254377,19695,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
Greater honeyguide,Indicator indicator,wax_brood,1,3,A,M,-12.18616,38.13871,IMAG2849,04-10-21,04-10-21 6:42,04-10-21 6:44,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633329763,1633329893,1633075080,1633349257,131,254684,19364,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
Lesser honeyguide,Indicator minor,wax_brood,1,3,A,U,-12.18616,38.13871,IMAG2854,04-10-21,04-10-21 6:44,04-10-21 6:48,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633329893,1633330105,1633075080,1633349257,212,254814,19152,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
Greater honeyguide,Indicator indicator,wax_brood,1,3,A,M,-12.18616,38.13871,IMAG2858,04-10-21,04-10-21 6:48,04-10-21 6:55,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633330102,1633330558,1633075080,1633349257,456,255023,18699,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
Greater honeyguide,Indicator indicator,wax_brood,1,3,A,M,-12.18616,38.13871,IMAG2873,04-10-21,04-10-21 7:03,04-10-21 7:07,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633331007,1633331269,1633075080,1633349257,263,255928,17988,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
Greater honeyguide,Indicator indicator,wax_brood,1,3,A,F,-12.18616,38.13871,IMAG2909,04-10-21,04-10-21 7:37,04-10-21 7:40,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633333046,1633333218,1633075080,1633349257,172,257967,16039,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
Greater honeyguide,Indicator indicator,wax_brood,1,3,A,M,-12.18616,38.13871,IMAG3011,04-10-21,04-10-21 8:31,04-10-21 8:33,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633336285,1633336433,1633075080,1633349257,148,261206,12824,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
Greater honeyguide,Indicator indicator,wax_brood,1,3,A,F,-12.18616,38.13871,IMAG3019,04-10-21,04-10-21 8:33,04-10-21 8:36,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633336436,1633336576,1633075080,1633349257,140,261357,12681,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
Greater honeyguide,Indicator indicator,wax_brood,1,3,A,F,-12.18616,38.13871,IMAG3175,04-10-21,04-10-21 9:38,04-10-21 9:40,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633340328,1633340407,1633075080,1633349257,80,265249,8850,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
Lesser honeyguide,Indicator minor,wax_brood,1,3,A,U,-12.18616,38.13871,IMAG3176,04-10-21,04-10-21 9:40,04-10-21 9:40,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633340404,1633340407,1633075080,1633349257,3,265325,8850,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
Lesser honeyguide,Indicator minor,wax_brood,1,3,A,U,-12.18616,38.13871,IMAG3182,04-10-21,04-10-21 9:42,04-10-21 9:42,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633340543,1633340546,1633075080,1633349257,3,265464,8711,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
Greater honeyguide,Indicator indicator,wax_brood,1,3,A,F,-12.18616,38.13871,IMAG3188,04-10-21,04-10-21 9:44,04-10-21 9:46,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633340695,1633340766,1633075080,1633349257,71,265616,8491,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
Yellow baboon,Papio cynocephalus,not_eating ,1,3,J,U,-12.18616,38.13871,IMAG3482,04-10-21,04-10-21 11:45,04-10-21 11:45,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633347955,1633347959,1633075080,1633349257,5,272876,1298,274177,1,baboon,B,1633503485,428405.005,1633347955,1633349257,4.96,1302,0.015
Yellow baboon,Papio cynocephalus,wax_brood,1,3,J,U,-12.18616,38.13871,IMAG3503,04-10-21,04-10-21 11:48,04-10-21 12:07,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633348113,1633349257,1633075080,1633349257,1145,273034,-1,274177,1,baboon,B,1633503485,428405.005,1633347955,1633349257,4.96,1302,0.015
Greater honeyguide,Indicator indicator,not_eating ,0,0,A,F,-12.18616,38.13871,IMAG3671,04-10-21,04-10-21 13:05,04-10-21 13:05,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633352750,1633352755,1633075080,1633349257,5,277671,-3499,274177,1,baboon,C,1633503485,428405.005,1633349257,1633503485,4.96,154228,1.785
Greater honeyguide,Indicator indicator,not_eating ,0,0,A,F,-12.18616,38.13871,IMAG3704,04-10-21,04-10-21 13:21,04-10-21 13:21,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633353692,1633353695,1633075080,1633349257,4,278613,-4439,274177,1,baboon,C,1633503485,428405.005,1633349257,1633503485,4.96,154228,1.785
Greater honeyguide,Indicator indicator,not_eating ,0,0,A,M,-12.18616,38.13871,IMAG3794,04-10-21,04-10-21 14:19,04-10-21 14:22,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633357199,1633357341,1633075080,1633349257,142,282120,-8085,274177,1,baboon,C,1633503485,428405.005,1633349257,1633503485,4.96,154228,1.785
Greater honeyguide,Indicator indicator,not_eating ,0,0,A,F,-12.18616,38.13871,IMAG3809,04-10-21,04-10-21 14:37,04-10-21 14:39,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633358245,1633358381,1633075080,1633349257,136,283166,-9125,274177,1,baboon,C,1633503485,428405.005,1633349257,1633503485,4.96,154228,1.785
Greater honeyguide,Indicator indicator,not_eating ,0,0,A,M,-12.18616,38.13871,IMAG3818,04-10-21,04-10-21 15:32,04-10-21 15:32,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633361573,1633361576,1633075080,1633349257,3,286494,-12320,274177,1,baboon,C,1633503485,428405.005,1633349257,1633503485,4.96,154228,1.785
Greater honeyguide,Indicator indicator,not_eating ,0,0,A,M,-12.18616,38.13871,IMAG3821,04-10-21,04-10-21 16:26,04-10-21 16:26,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633364791,1633364794,1633075080,1633349257,3,289712,-15538,274177,1,baboon,C,1633503485,428405.005,1633349257,1633503485,4.96,154228,1.785
African civet,Civettictis civetta,not_eating ,0,0,A,U,-12.18616,38.13871,IMAG3827,04-10-21,04-10-21 18:12,04-10-21 18:12,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633371129,1633371132,1633075080,1633349257,4,296050,-21876,274177,1,baboon,C,1633503485,428405.005,1633349257,1633503485,4.96,154228,1.785
Large-spotted genet,Genetta maculata,not_eating ,0,0,A,U,-12.18616,38.13871,IMAG3830,04-10-21,04-10-21 19:52,04-10-21 19:52,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633377127,1633377130,1633075080,1633349257,3,302048,-27874,274177,1,baboon,C,1633503485,428405.005,1633349257,1633503485,4.96,154228,1.785
Greater honeyguide,Indicator indicator,not_eating ,0,0,A,M,-12.18616,38.13871,IMAG3836,05-10-21,05-10-21 6:30,05-10-21 6:30,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633415428,1633415431,1633075080,1633349257,4,340349,-66175,274177,1,baboon,C,1633503485,428405.005,1633349257,1633503485,4.96,154228,1.785
Greater honeyguide,Indicator indicator,not_eating ,0,0,A,M,-12.18616,38.13871,IMAG3839,05-10-21,05-10-21 6:38,05-10-21 6:38,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633415881,1633415885,1633075080,1633349257,4,340802,-66629,274177,1,baboon,C,1633503485,428405.005,1633349257,1633503485,4.96,154228,1.785
Greater honeyguide,Indicator indicator,not_eating ,0,0,A,F,-12.18616,38.13871,IMAG3860,05-10-21,05-10-21 7:36,05-10-21 7:36,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633419373,1633419376,1633075080,1633349257,4,344294,-70120,274177,1,baboon,C,1633503485,428405.005,1633349257,1633503485,4.96,154228,1.785
Greater honeyguide,Indicator indicator,not_eating ,0,0,A,F,-12.18616,38.13871,IMAG3935,05-10-21,05-10-21 8:21,05-10-21 8:21,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633422101,1633422104,1633075080,1633349257,4,347022,-72848,274177,1,baboon,C,1633503485,428405.005,1633349257,1633503485,4.96,154228,1.785
Greater honeyguide,Indicator indicator,wax_brood,1,4,A,M,-12.18756,38.18977,IMAG0091,02-10-21,02-10-21 7:40,02-10-21 7:42,02-10-21 7:39,04-10-21 5:19,Ltl Acorn,Y,0,24,1633160450,1633160572,1633160340,1633324794,123,110,164223,164455,1,minor,A,1633343630,183290,1633160340,1633187174,2.12,26834,0.311
Scaly-throated honeyguide,Indicator variegatus,wax,1,4,A,U,-12.18756,38.18977,IMAG0107,02-10-21,02-10-21 7:43,02-10-21 7:44,02-10-21 7:39,04-10-21 5:19,Ltl Acorn,Y,0,24,1633160637,1633160646,1633160340,1633324794,9,298,164149,164455,1,minor,A,1633343630,183290,1633160340,1633187174,2.12,26834,0.311
Greater honeyguide,Indicator indicator,wax_brood,1,4,A,M,-12.18756,38.18977,IMAG0111,02-10-21,02-10-21 7:44,02-10-21 7:45,02-10-21 7:39,04-10-21 5:19,Ltl Acorn,Y,0,24,1633160669,1633160706,1633160340,1633324794,37,330,164089,164455,1,minor,A,1633343630,183290,1633160340,1633187174,2.12,26834,0.311
Scaly-throated honeyguide,Indicator variegatus,wax,1,4,A,U,-12.18756,38.18977,IMAG0116,02-10-21,02-10-21 7:44,02-10-21 7:45,02-10-21 7:39,04-10-21 5:19,Ltl Acorn,Y,0,24,1633160697,1633160713,1633160340,1633324794,16,358,164082,164455,1,minor,A,1633343630,183290,1633160340,1633187174,2.12,26834,0.311
Scaly-throated honeyguide,Indicator variegatus,wax,1,4,A,U,-12.18756,38.18977,IMAG0120,02-10-21,02-10-21 7:45,02-10-21 7:45,02-10-21 7:39,04-10-21 5:19,Ltl Acorn,Y,0,24,1633160739,1633160755,1633160340,1633324794,16,400,164040,164455,1,minor,A,1633343630,183290,1633160340,1633187174,2.12,26834,0.311
Greater honeyguide,Indicator indicator,wax_brood,1,4,A,M,-12.18756,38.18977,IMAG0120,02-10-21,02-10-21 7:45,02-10-21 7:45,02-10-21 7:39,04-10-21 5:19,Ltl Acorn,Y,0,24,1633160739,1633160743,1633160340,1633324794,4,400,164052,164455,1,minor,A,1633343630,183290,1633160340,1633187174,2.12,26834,0.311
Greater honeyguide,Indicator indicator,wax_brood,1,4,A,F,-12.18756,38.18977,IMAG0120,02-10-21,02-10-21 7:45,02-10-21 7:45,02-10-21 7:39,04-10-21 5:19,Ltl Acorn,Y,0,24,1633160739,1633160743,1633160340,1633324794,4,400,164052,164455,1,minor,A,1633343630,183290,1633160340,1633187174,2.12,26834,0.311
Scaly-throated honeyguide,Indicator variegatus,wax,1,4,A,U,-12.18756,38.18977,IMAG0124,02-10-21,02-10-21 7:48,02-10-21 7:48,02-10-21 7:39,04-10-21 5:19,Ltl Acorn,Y,0,24,1633160888,1633160900,1633160340,1633324794,13,549,163895,164455,1,minor,A,1633343630,183290,1633160340,1633187174,2.12,26834,0.311
Greater honeyguide,Indicator indicator,wax_brood,1,4,A,M,-12.18756,38.18977,IMAG0127,02-10-21,02-10-21 7:48,02-10-21 7:48,02-10-21 7:39,04-10-21 5:19,Ltl Acorn,Y,0,24,1633160896,1633160902,1633160340,1633324794,6,557,163893,164455,1,minor,A,1633343630,183290,1633160340,1633187174,2.12,26834,0.311
Scaly-throated honeyguide,Indicator variegatus,wax,1,4,A,U,-12.18756,38.18977,IMAG0128,02-10-21,02-10-21 7:49,02-10-21 7:49,02-10-21 7:39,04-10-21 5:19,Ltl Acorn,Y,0,24,1633160943,1633160958,1633160340,1633324794,15,604,163837,164455,1,minor,A,1633343630,183290,1633160340,1633187174,2.12,26834,0.311
Greater honeyguide,Indicator indicator,wax_brood,1,4,A,M,-12.18756,38.18977,IMAG0135,02-10-21,02-10-21 7:50,02-10-21 7:50,02-10-21 7:39,04-10-21 5:19,Ltl Acorn,Y,0,24,1633161007,1633161043,1633160340,1633324794,37,668,163751,164455,1,minor,A,1633343630,183290,1633160340,1633187174,2.12,26834,0.311
Scaly-throated honeyguide,Indicator variegatus,wax,1,4,A,U,-12.18756,38.18977,IMAG0135,02-10-21,02-10-21 7:50,02-10-21 7:50,02-10-21 7:39,04-10-21 5:19,Ltl Acorn,Y,0,24,1633161007,1633161030,1633160340,1633324794,24,668,163764,164455,1,minor,A,1633343630,183290,1633160340,1633187174,2.12,26834,0.311
Greater honeyguide,Indicator indicator,wax_brood,1,4,A,M,-12.18756,38.18977,IMAG0144,02-10-21,02-10-21 7:51,02-10-21 7:51,02-10-21 7:39,04-10-21 5:19,Ltl Acorn,Y,0,24,1633161072,1633161088,1633160340,1633324794,16,733,163707,164455,1,minor,A,1633343630,183290,1633160340,1633187174,2.12,26834,0.311
Scaly-throated honeyguide,Indicator variegatus,wax,1,4,A,U,-12.18756,38.18977,IMAG0144,02-10-21,02-10-21 7:51,02-10-21 7:51,02-10-21 7:39,04-10-21 5:19,Ltl Acorn,Y,0,24,1633161072,1633161085,1633160340,1633324794,13,733,163710,164455,1,minor,A,1633343630,183290,1633160340,1633187174,2.12,26834,0.311
Scaly-throated honeyguide,Indicator variegatus,wax,1,4,A,U,-12.18756,38.18977,IMAG0148,02-10-21,02-10-21 7:51,02-10-21 7:53,02-10-21 7:39,04-10-21 5:19,Ltl Acorn,Y,0,24,1633161112,1633161231,1633160340,1633324794,119,773,163564,164455,1,minor,A,1633343630,183290,1633160340,1633187174,2.12,26834,0.311
Greater honeyguide,Indicator indicator,wax_brood,1,4,A,F,-12.18756,38.18977,IMAG0156,02-10-21,02-10-21 7:53,02-10-21 7:53,02-10-21 7:39,04-10-21 5:19,Ltl Acorn,Y,0,24,1633161196,1633161209,1633160340,1633324794,13,857,163586,164455,1,minor,A,1633343630,183290,1633160340,1633187174,2.12,26834,0.311
Greater honeyguide,Indicator indicator,wax_brood,1,4,A,M,-12.18756,38.18977,IMAG0159,02-10-21,02-10-21 7:53,02-10-21 7:54,02-10-21 7:39,04-10-21 5:19,Ltl Acorn,Y,0,24,1633161210,1633161297,1633160340,1633324794,87,871,163498,164455,1,minor,A,1633343630,183290,1633160340,1633187174,2.12,26834,0.311
Greater honeyguide,Indicator indicator,wax_brood,1,4,A,F,-12.18756,38.18977,IMAG0160,02-10-21,02-10-21 7:53,02-10-21 7:57,02-10-21 7:39,04-10-21 5:19,Ltl Acorn,Y,0,24,1633161231,1633161434,1633160340,1633324794,203,892,163361,164455,1,minor,A,1633343630,183290,1633160340,1633187174,2.12,26834,0.311
Scaly-throated honeyguide,Indicator variegatus,wax,1,4,A,U,-12.18756,38.18977,IMAG0171,02-10-21,02-10-21 7:54,02-10-21 7:59,02-10-21 7:39,04-10-21 5:19,Ltl Acorn,Y,0,24,1633161297,1633161578,1633160340,1633324794,282,958,163217,164455,1,minor,A,1633343630,183290,1633160340,1633187174,2.12,26834,0.311
Greater honeyguide,Indicator indicator,wax_brood,1,4,A,F,-12.18756,38.18977,IMAG0172,02-10-21,02-10-21 7:55,02-10-21 7:56,02-10-21 7:39,04-10-21 5:19,Ltl Acorn,Y,0,24,1633161308,1633161374,1633160340,1633324794,67,969,163420,164455,1,minor,A,1633343630,183290,1633160340,1633187174,2.12,26834,0.311
Greater honeyguide,Indicator indicator,wax_brood,1,4,A,M,-12.18756,38.18977,IMAG0200,02-10-21,02-10-21 7:59,02-10-21 7:59,02-10-21 7:39,04-10-21 5:19,Ltl Acorn,Y,0,24,1633161565,1633161585,1633160340,1633324794,20,1226,163210,164455,1,minor,A,1633343630,183290,1633160340,1633187174,2.12,26834,0.311
Scaly-throated honeyguide,Indicator variegatus,wax,1,4,A,U,-12.18756,38.18977,IMAG0205,02-10-21,02-10-21 7:59,02-10-21 8:00,02-10-21 7:39,04-10-21 5:19,Ltl Acorn,Y,0,24,1633161585,1633161632,1633160340,1633324794,48,1246,163162,164455,1,minor,A,1633343630,183290,1633160340,1633187174,2.12,26834,0.311
Greater honeyguide,Indicator indicator,wax_brood,1,4,A,F,-12.18756,38.18977,IMAG0205,02-10-21,02-10-21 7:59,02-10-21 7:59,02-10-21 7:39,04-10-21 5:19,Ltl Acorn,Y,0,24,1633161585,1633161599,1633160340,1633324794,15,1246,163196,164455,1,minor,A,1633343630,183290,1633160340,1633187174,2.12,26834,0.311
Greater honeyguide,Indicator indicator,wax_brood,1,4,A,F,-12.18756,38.18977,IMAG0211,02-10-21,02-10-21 8:00,02-10-21 8:03,02-10-21 7:39,04-10-21 5:19,Ltl Acorn,Y,0,24,1633161627,1633161800,1633160340,1633324794,173,1288,162995,164455,1,minor,A,1633343630,183290,1633160340,1633187174,2.12,26834,0.311
Scaly-throated honeyguide,Indicator variegatus,wax,1,4,A,U,-12.18756,38.18977,IMAG0224,02-10-21,02-10-21 8:02,02-10-21 8:02,02-10-21 7:39,04-10-21 5:19,Ltl Acorn,Y,0,24,1633161761,1633161771,1633160340,1633324794,10,1422,163024,164455,1,minor,A,1633343630,183290,1633160340,1633187174,2.12,26834,0.311
Greater honeyguide,Indicator indicator,wax_brood,1,4,A,M,-12.18756,38.18977,IMAG0231,02-10-21,02-10-21 8:03,02-10-21 8:03,02-10-21 7:39,04-10-21 5:19,Ltl Acorn,Y,0,24,1633161801,1633161818,1633160340,1633324794,18,1462,162976,164455,1,minor,A,1633343630,183290,1633160340,1633187174,2.12,26834,0.311
Scaly-throated honeyguide,Indicator variegatus,wax,1,4,A,U,-12.18756,38.18977,IMAG0232,02-10-21,02-10-21 8:03,02-10-21 8:05,02-10-21 7:39,04-10-21 5:19,Ltl Acorn,Y,0,24,1633161818,1633161917,1633160340,1633324794,99,1479,162877,164455,1,minor,A,1633343630,183290,1633160340,1633187174,2.12,26834,0.311
Greater honeyguide,Indicator indicator,wax_brood,1,4,A,M,-12.18756,38.18977,IMAG0237,02-10-21,02-10-21 8:04,02-10-21 8:04,02-10-21 7:39,04-10-21 5:19,Ltl Acorn,Y,0,24,1633161840,1633161853,1633160340,1633324794,14,1501,162941,164455,1,minor,A,1633343630,183290,1633160340,1633187174,2.12,26834,0.311
Greater honeyguide,Indicator indicator,wax_brood,1,4,A,F,-12.18756,38.18977,IMAG0239,02-10-21,02-10-21 8:04,02-10-21 8:04,02-10-21 7:39,04-10-21 5:19,Ltl Acorn,Y,0,24,1633161853,1633161867,1633160340,1633324794,14,1514,162928,164455,1,minor,A,1633343630,183290,1633160340,1633187174,2.12,26834,0.311
Greater honeyguide,Indicator indicator,wax_brood,1,4,A,F,-12.18756,38.18977,IMAG0247,02-10-21,02-10-21 8:05,02-10-21 8:05,02-10-21 7:39,04-10-21 5:19,Ltl Acorn,Y,0,24,1633161909,1633161933,1633160340,1633324794,24,1570,162862,164455,1,minor,A,1633343630,183290,1633160340,1633187174,2.12,26834,0.311
Greater honeyguide,Indicator indicator,wax_brood,1,4,A,M,-12.18756,38.18977,IMAG0247,02-10-21,02-10-21 8:05,02-10-21 8:05,02-10-21 7:39,04-10-21 5:19,Ltl Acorn,Y,0,24,1633161909,1633161933,1633160340,1633324794,24,1570,162862,164455,1,minor,A,1633343630,183290,1633160340,1633187174,2.12,26834,0.311
Scaly-throated honeyguide,Indicator variegatus,wax,1,4,A,U,-12.18756,38.18977,IMAG0252,02-10-21,02-10-21 8:06,02-10-21 8:06,02-10-21 7:39,04-10-21 5:19,Ltl Acorn,Y,0,24,1633161965,1633161980,1633160340,1633324794,15,1626,162815,164455,1,minor,A,1633343630,183290,1633160340,1633187174,2.12,26834,0.311
Greater honeyguide,Indicator indicator,wax_brood,1,4,A,M,-12.18756,38.18977,IMAG0255,02-10-21,02-10-21 8:06,02-10-21 8:06,02-10-21 7:39,04-10-21 5:19,Ltl Acorn,Y,0,24,1633161980,1633162007,1633160340,1633324794,27,1641,162788,164455,1,minor,A,1633343630,183290,1633160340,1633187174,2.12,26834,0.311
Greater honeyguide,Indicator indicator,wax_brood,1,4,A,F,-12.18756,38.18977,IMAG0256,02-10-21,02-10-21 8:06,02-10-21 8:06,02-10-21 7:39,04-10-21 5:19,Ltl Acorn,Y,0,24,1633161991,1633162007,1633160340,1633324794,16,1652,162788,164455,1,minor,A,1633343630,183290,1633160340,1633187174,2.12,26834,0.311
Scaly-throated honeyguide,Indicator variegatus,wax,1,4,A,U,-12.18756,38.18977,IMAG0260,02-10-21,02-10-21 8:06,02-10-21 8:09,02-10-21 7:39,04-10-21 5:19,Ltl Acorn,Y,0,24,1633162011,1633162179,1633160340,1633324794,168,1672,162616,164455,1,minor,A,1633343630,183290,1633160340,1633187174,2.12,26834,0.311
Greater honeyguide,Indicator indicator,wax,1,4,A,F,-12.18756,38.18977,IMAG0263,02-10-21,02-10-21 8:07,02-10-21 8:07,02-10-21 7:39,04-10-21 5:19,Ltl Acorn,Y,0,24,1633162022,1633162026,1633160340,1633324794,4,1683,162769,164455,1,minor,A,1633343630,183290,1633160340,1633187174,2.12,26834,0.311
Scaly-throated honeyguide,Indicator variegatus,wax,1,4,A,U,-12.18756,38.18977,IMAG0264,02-10-21,02-10-21 8:07,02-10-21 8:07,02-10-21 7:39,04-10-21 5:19,Ltl Acorn,Y,0,24,1633162042,1633162054,1633160340,1633324794,13,1703,162741,164455,1,minor,A,1633343630,183290,1633160340,1633187174,2.12,26834,0.311
