sp_com,sp_sci,food_type,wax_visible,wax_amount,age,sex,lat,lon,imageID,date,timestart,timefinish,waxplacement,waxfinished,cameratrap,guided,time_from_harvesttoplaced,trial,timestart_UNIX,timefinish_UNIX,waxplacement_UNIX,waxfinished_UNIX,duration,timeafterplacement,timefromwaxfinish,waxduration,censored,final_animal,arrival,cameratrap_endtimeUNIX,trapduration,interval start,interval finish,trap_duration_days,offset,offset_days
African civet,Civettictis civetta,wax_brood,1,4,A,U,-12.18044,38.14565,IMAG2776,29-09-21,29-09-21 21:40,29-09-21 22:04,29-09-21 8:39,30-09-21 1:46,Ltl Acorn,Y,0,22,1632951613,1632953075,1632904740,1632966363,1462,46873,13288,61623,1,civet,A,1633070340,165600,1632904740,1632966363,1.92,61623,0.713
African civet,Civettictis civetta,wax_brood,1,4,A,U,-12.18044,38.14565,IMAG2794,29-09-21,29-09-21 22:53,29-09-21 22:54,29-09-21 8:39,30-09-21 1:46,Ltl Acorn,Y,0,22,1632956012,1632956042,1632904740,1632966363,31,51272,10321,61623,1,civet,A,1633070340,165600,1632904740,1632966363,1.92,61623,0.713
African civet,Civettictis civetta,wax_brood,1,4,A,U,-12.18044,38.14565,IMAG2803,30-09-21,30-09-21 1:44,30-09-21 1:46,29-09-21 8:39,30-09-21 1:46,Ltl Acorn,Y,0,22,1632966263,1632966363,1632904740,1632966363,100,61523,0,61623,1,civet,A,1633070340,165600,1632904740,1632966363,1.92,61623,0.713
Greater honeyguide,Indicator indicator,wax,1,4,A,M,-12.18616,38.13871,IMAG0009,01-10-21,01-10-21 8:04,01-10-21 8:13,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633075452,1633075983,1633075080,1633349257,532,373,273274,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
Lesser honeyguide,Indicator minor,wax_brood,1,4,A,U,-12.18616,38.13871,IMAG0026,01-10-21,01-10-21 8:17,01-10-21 8:17,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633076227,1633076231,1633075080,1633349257,4,1148,273026,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
Greater honeyguide,Indicator indicator,wax,1,4,A,M,-12.18616,38.13871,IMAG0030,01-10-21,01-10-21 8:18,01-10-21 8:24,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633076334,1633076684,1633075080,1633349257,350,1255,272573,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
Greater honeyguide,Indicator indicator,wax,1,4,A,M,-12.18616,38.13871,IMAG0054,01-10-21,01-10-21 8:29,01-10-21 8:29,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633076994,1633076996,1633075080,1633349257,2,1915,272261,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
Greater honeyguide,Indicator indicator,wax,1,4,A,M,-12.18616,38.13871,IMAG0079,01-10-21,01-10-21 8:40,01-10-21 8:40,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633077600,1633077603,1633075080,1633349257,4,2521,271654,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
Greater honeyguide,Indicator indicator,wax,1,4,A,M,-12.18616,38.13871,IMAG0123,01-10-21,01-10-21 9:00,01-10-21 9:00,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633078807,1633078809,1633075080,1633349257,3,3728,270448,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
Greater honeyguide,Indicator indicator,wax,1,4,A,M,-12.18616,38.13871,IMAG0185,01-10-21,01-10-21 9:32,01-10-21 9:32,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633080722,1633080725,1633075080,1633349257,4,5643,268532,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
Greater honeyguide,Indicator indicator,wax,1,4,A,M,-12.18616,38.13871,IMAG0221,01-10-21,01-10-21 9:47,01-10-21 9:48,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633081629,1633081700,1633075080,1633349257,72,6550,267557,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
Greater honeyguide,Indicator indicator,wax,1,4,A,M,-12.18616,38.13871,IMAG0228,01-10-21,01-10-21 9:50,01-10-21 9:52,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633081807,1633081948,1633075080,1633349257,141,6728,267309,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
Greater honeyguide,Indicator indicator,brood,1,4,A,M,-12.18616,38.13871,IMAG0245,01-10-21,01-10-21 9:58,01-10-21 9:58,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633082286,1633082290,1633075080,1633349257,4,7207,266967,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
Greater honeyguide,Indicator indicator,wax_brood,1,4,A,F,-12.18616,38.13871,IMAG0315,01-10-21,01-10-21 10:45,01-10-21 10:45,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633085110,1633085113,1633075080,1633349257,3,10031,264144,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
Greater honeyguide,Indicator indicator,wax_brood,1,4,A,F,-12.18616,38.13871,IMAG0386,01-10-21,01-10-21 10:46,01-10-21 10:49,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633085219,1633085356,1633075080,1633349257,137,10140,263901,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
Lesser honeyguide,Indicator minor,wax_brood,1,4,A,U,-12.18616,38.13871,IMAG0602,01-10-21,01-10-21 13:54,01-10-21 13:57,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633096496,1633096635,1633075080,1633349257,139,21417,252622,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
Greater honeyguide,Indicator indicator,wax_brood,1,4,A,M,-12.18616,38.13871,IMAG0611,01-10-21,01-10-21 13:58,01-10-21 14:00,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633096730,1633096821,1633075080,1633349257,91,21651,252436,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
Lesser honeyguide,Indicator minor,wax_brood,1,4,A,U,-12.18616,38.13871,IMAG0629,01-10-21,01-10-21 14:22,01-10-21 14:22,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633098151,1633098155,1633075080,1633349257,5,23072,251102,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
Greater honeyguide,Indicator indicator,wax_brood,1,4,A,M,-12.18616,38.13871,IMAG0649,01-10-21,01-10-21 14:34,01-10-21 14:37,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633098893,1633099025,1633075080,1633349257,132,23814,250232,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
Greater honeyguide,Indicator indicator,wax_brood,1,4,A,M,-12.18616,38.13871,IMAG0659,01-10-21,01-10-21 14:42,01-10-21 14:44,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633099370,1633099446,1633075080,1633349257,77,24291,249811,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
Greater honeyguide,Indicator indicator,wax_brood,1,4,A,M,-12.18616,38.13871,IMAG0683,02-10-21,02-10-21 5:40,02-10-21 5:43,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633153253,1633153409,1633075080,1633349257,156,78174,195848,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
Greater honeyguide,Indicator indicator,wax_brood,1,4,A,M,-12.18616,38.13871,IMAG0692,02-10-21,02-10-21 5:55,02-10-21 5:55,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633154130,1633154133,1633075080,1633349257,3,79051,195124,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
Greater honeyguide,Indicator indicator,wax_brood,1,4,A,M,-12.18616,38.13871,IMAG0698,02-10-21,02-10-21 6:12,02-10-21 6:12,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633155156,1633155159,1633075080,1633349257,4,80077,194098,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
Greater honeyguide,Indicator indicator,wax_brood,1,4,A,F,-12.18616,38.13871,IMAG0710,02-10-21,02-10-21 6:26,02-10-21 6:26,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633155999,1633156003,1633075080,1633349257,5,80920,193254,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
Lesser honeyguide,Indicator minor,wax_brood,1,4,A,U,-12.18616,38.13871,IMAG0713,02-10-21,02-10-21 6:27,02-10-21 6:27,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633156072,1633156075,1633075080,1633349257,4,80993,193182,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
Greater honeyguide,Indicator indicator,wax_brood,1,4,A,F,-12.18616,38.13871,IMAG0716,02-10-21,02-10-21 6:29,02-10-21 6:29,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633156146,1633156149,1633075080,1633349257,3,81067,193108,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
Greater honeyguide,Indicator indicator,wax_brood,1,4,A,M,-12.18616,38.13871,IMAG0725,02-10-21,02-10-21 6:41,02-10-21 6:41,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633156888,1633156892,1633075080,1633349257,4,81809,192365,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
Greater honeyguide,Indicator indicator,wax_brood,1,4,A,M,-12.18616,38.13871,IMAG0731,02-10-21,02-10-21 6:46,02-10-21 6:46,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633157206,1633157209,1633075080,1633349257,3,82127,192048,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
Greater honeyguide,Indicator indicator,wax_brood,1,4,A,M,-12.18616,38.13871,IMAG0737,02-10-21,02-10-21 7:03,02-10-21 7:03,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633158231,1633158234,1633075080,1633349257,3,83152,191023,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
Greater honeyguide,Indicator indicator,not_eating ,1,4,A,M,-12.18616,38.13871,IMAG0743,02-10-21,02-10-21 7:07,02-10-21 7:07,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633158469,1633158472,1633075080,1633349257,3,83390,190785,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
Lesser honeyguide,Indicator minor,not_eating ,1,4,A,U,-12.18616,38.13871,IMAG0743,02-10-21,02-10-21 7:07,02-10-21 7:07,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633158469,1633158471,1633075080,1633349257,2,83390,190786,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
Greater honeyguide,Indicator indicator,wax_brood,1,4,A,M,-12.18616,38.13871,IMAG0746,02-10-21,02-10-21 7:08,02-10-21 7:09,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633158536,1633158540,1633075080,1633349257,5,83457,190717,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
Greater honeyguide,Indicator indicator,wax_brood,1,4,A,F,-12.18616,38.13871,IMAG0749,02-10-21,02-10-21 7:10,02-10-21 7:10,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633158649,1633158652,1633075080,1633349257,3,83570,190605,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
Greater honeyguide,Indicator indicator,wax_brood,1,4,A,F,-12.18616,38.13871,IMAG0755,02-10-21,02-10-21 7:14,02-10-21 7:15,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633158854,1633158940,1633075080,1633349257,86,83775,190317,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
Lesser honeyguide,Indicator minor,wax_brood,1,4,A,U,-12.18616,38.13871,IMAG0761,02-10-21,02-10-21 7:16,02-10-21 7:16,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633159013,1633159016,1633075080,1633349257,3,83934,190241,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
Greater honeyguide,Indicator indicator,not_eating ,1,4,A,M,-12.18616,38.13871,IMAG0764,02-10-21,02-10-21 7:18,02-10-21 7:18,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633159088,1633159092,1633075080,1633349257,4,84009,190165,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
Greater honeyguide,Indicator indicator,not_eating ,1,4,A,M,-12.18616,38.13871,IMAG0767,02-10-21,02-10-21 7:21,02-10-21 7:22,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633159317,1633159320,1633075080,1633349257,3,84238,189937,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
Greater honeyguide,Indicator indicator,wax_brood,1,4,A,M,-12.18616,38.13871,IMAG0782,02-10-21,02-10-21 7:35,02-10-21 7:36,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633160117,1633160206,1633075080,1633349257,89,85038,189051,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
Greater honeyguide,Indicator indicator,wax_brood,1,4,A,M,-12.18616,38.13871,IMAG0794,02-10-21,02-10-21 7:42,02-10-21 7:43,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633160531,1633160605,1633075080,1633349257,75,85452,188652,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
Greater honeyguide,Indicator indicator,wax_brood,1,4,A,M,-12.18616,38.13871,IMAG0803,02-10-21,02-10-21 7:46,02-10-21 7:48,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633160763,1633160916,1633075080,1633349257,153,85684,188341,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
Greater honeyguide,Indicator indicator,wax_brood,1,4,A,M,-12.18616,38.13871,IMAG0830,02-10-21,02-10-21 7:57,02-10-21 8:01,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633161454,1633161661,1633075080,1633349257,207,86375,187596,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
Greater honeyguide,Indicator indicator,wax_brood,1,4,A,M,-12.18616,38.13871,IMAG0881,02-10-21,02-10-21 8:17,02-10-21 8:18,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633162676,1633162680,1633075080,1633349257,4,87597,186577,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
Greater honeyguide,Indicator indicator,wax_brood,1,4,A,F,-12.18616,38.13871,IMAG0983,02-10-21,02-10-21 8:58,02-10-21 9:01,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633165129,1633165267,1633075080,1633349257,139,90050,183990,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
Greater honeyguide,Indicator indicator,wax_brood,1,4,A,F,-12.18616,38.13871,IMAG1376,02-10-21,02-10-21 11:35,02-10-21 11:37,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633174551,1633174622,1633075080,1633349257,71,99472,174635,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
Greater honeyguide,Indicator indicator,wax_brood,1,4,A,F,-12.18616,38.13871,IMAG1478,02-10-21,02-10-21 12:18,02-10-21 12:22,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633177127,1633177333,1633075080,1633349257,206,102048,171924,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
Greater honeyguide,Indicator indicator,wax_brood,1,4,A,M,-12.18616,38.13871,IMAG1526,02-10-21,02-10-21 12:42,02-10-21 12:44,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633178522,1633178685,1633075080,1633349257,164,103443,170572,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
Greater honeyguide,Indicator indicator,wax_brood,1,4,A,M,-12.18616,38.13871,IMAG1559,02-10-21,02-10-21 12:56,02-10-21 12:56,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633179386,1633179389,1633075080,1633349257,4,104307,169868,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
Greater honeyguide,Indicator indicator,wax_brood,1,4,A,F,-12.18616,38.13871,IMAG1629,02-10-21,02-10-21 13:25,02-10-21 13:28,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633181134,1633181285,1633075080,1633349257,152,106055,167972,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
Greater honeyguide,Indicator indicator,not_eating ,1,4,A,M,-12.18616,38.13871,IMAG1721,02-10-21,02-10-21 14:40,02-10-21 14:42,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633185626,1633185721,1633075080,1633349257,95,110547,163536,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
Greater honeyguide,Indicator indicator,not_eating ,1,4,A,M,-12.18616,38.13871,IMAG1727,02-10-21,02-10-21 14:48,02-10-21 14:48,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633186093,1633186096,1633075080,1633349257,4,111014,163161,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
Greater honeyguide,Indicator indicator,not_eating ,1,4,A,M,-12.18616,38.13871,IMAG1730,02-10-21,02-10-21 14:54,02-10-21 14:58,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633186447,1633186682,1633075080,1633349257,236,111368,162575,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
Greater honeyguide,Indicator indicator,wax_brood,1,4,A,F,-12.18616,38.13871,IMAG1739,02-10-21,02-10-21 15:27,02-10-21 15:27,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633188421,1633188424,1633075080,1633349257,4,113342,160833,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
Greater honeyguide,Indicator indicator,not_eating ,1,4,A,M,-12.18616,38.13871,IMAG1745,02-10-21,02-10-21 15:43,02-10-21 15:43,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633189416,1633189419,1633075080,1633349257,4,114337,159838,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
Greater honeyguide,Indicator indicator,not_eating ,1,4,A,M,-12.18616,38.13871,IMAG1754,03-10-21,03-10-21 5:44,03-10-21 5:44,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633239890,1633239894,1633075080,1633349257,5,164811,109363,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
Lesser honeyguide,Indicator minor,wax_brood,1,4,A,U,-12.18616,38.13871,IMAG1757,03-10-21,03-10-21 5:47,03-10-21 5:47,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633240044,1633240046,1633075080,1633349257,2,164965,109211,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
Greater honeyguide,Indicator indicator,not_eating ,1,4,A,M,-12.18616,38.13871,IMAG1763,03-10-21,03-10-21 5:50,03-10-21 5:50,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633240203,1633240206,1633075080,1633349257,3,165124,109051,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
Lesser honeyguide,Indicator minor,not_eating ,1,4,A,U,-12.18616,38.13871,IMAG1769,03-10-21,03-10-21 5:53,03-10-21 5:54,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633240437,1633240440,1633075080,1633349257,3,165358,108817,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
Greater honeyguide,Indicator indicator,wax_brood,1,4,A,F,-12.18616,38.13871,IMAG1778,03-10-21,03-10-21 6:03,03-10-21 6:07,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633240986,1633241267,1633075080,1633349257,281,165907,107990,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
Greater honeyguide,Indicator indicator,wax_brood,1,4,A,M,-12.18616,38.13871,IMAG1784,03-10-21,03-10-21 6:13,03-10-21 6:19,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633241608,1633241988,1633075080,1633349257,380,166529,107269,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
Greater honeyguide,Indicator indicator,wax_brood,1,4,A,M,-12.18616,38.13871,IMAG1793,03-10-21,03-10-21 6:33,03-10-21 6:34,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633242837,1633242840,1633075080,1633349257,3,167758,106417,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
Greater honeyguide,Indicator indicator,wax_brood,1,4,A,F,-12.18616,38.13871,IMAG1802,03-10-21,03-10-21 7:28,03-10-21 7:28,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633246103,1633246108,1633075080,1633349257,5,171024,103149,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
Greater honeyguide,Indicator indicator,wax_brood,1,4,A,M,-12.18616,38.13871,IMAG1808,03-10-21,03-10-21 7:31,03-10-21 7:31,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633246268,1633246271,1633075080,1633349257,3,171189,102986,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
Greater honeyguide,Indicator indicator,not_eating ,1,4,A,M,-12.18616,38.13871,IMAG1913,03-10-21,03-10-21 8:21,03-10-21 8:21,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633249308,1633249311,1633075080,1633349257,4,174229,99946,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
Greater honeyguide,Indicator indicator,wax_brood,1,4,A,F,-12.18616,38.13871,IMAG2015,03-10-21,03-10-21 9:02,03-10-21 9:02,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633251751,1633251762,1633075080,1633349257,12,176672,97495,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
Greater honeyguide,Indicator indicator,wax_brood,1,4,A,M,-12.18616,38.13871,IMAG2066,03-10-21,03-10-21 9:22,03-10-21 9:22,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633252930,1633252933,1633075080,1633349257,3,177851,96324,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
Greater honeyguide,Indicator indicator,wax_brood,1,4,A,F,-12.18616,38.13871,IMAG2282,03-10-21,03-10-21 10:49,03-10-21 10:50,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633258149,1633258221,1633075080,1633349257,72,183070,91036,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
Greater honeyguide,Indicator indicator,wax_brood,1,4,A,F,-12.18616,38.13871,IMAG2302,03-10-21,03-10-21 10:57,03-10-21 10:58,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633258663,1633258735,1633075080,1633349257,72,183584,90522,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
Greater honeyguide,Indicator indicator,wax_brood,1,4,A,F,-12.18616,38.13871,IMAG2570,03-10-21,03-10-21 12:47,03-10-21 12:47,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633265256,1633265260,1633075080,1633349257,5,190177,83997,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
Greater honeyguide,Indicator indicator,wax_brood,1,4,A,F,-12.18616,38.13871,IMAG2618,03-10-21,03-10-21 13:06,03-10-21 13:10,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633266395,1633266653,1633075080,1633349257,259,191316,82604,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
Greater honeyguide,Indicator indicator,wax_brood,1,4,A,M,-12.18616,38.13871,IMAG2660,03-10-21,03-10-21 13:25,03-10-21 13:27,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633267545,1633267649,1633075080,1633349257,104,192466,81608,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
Greater honeyguide,Indicator indicator,wax_brood,1,4,A,M,-12.18616,38.13871,IMAG2678,03-10-21,03-10-21 13:33,03-10-21 13:36,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633268027,1633268207,1633075080,1633349257,180,192948,81050,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
Greater honeyguide,Indicator indicator,wax_brood,1,4,A,F,-12.18616,38.13871,IMAG2699,03-10-21,03-10-21 13:43,03-10-21 13:45,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633268618,1633268718,1633075080,1633349257,101,193539,80539,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
Greater honeyguide,Indicator indicator,wax_brood,1,4,A,F,-12.18616,38.13871,IMAG2768,03-10-21,03-10-21 14:30,03-10-21 14:30,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633271447,1633271450,1633075080,1633349257,4,196368,77807,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
Greater honeyguide,Indicator indicator,wax_brood,1,4,A,M,-12.18616,38.13871,IMAG2780,03-10-21,03-10-21 14:44,03-10-21 14:45,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633272240,1633272318,1633075080,1633349257,78,197161,76939,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
Greater honeyguide,Indicator indicator,wax_brood,1,4,A,M,-12.18616,38.13871,IMAG2789,03-10-21,03-10-21 14:50,03-10-21 14:50,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633272643,1633272647,1633075080,1633349257,5,197564,76610,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
Lesser honeyguide,Indicator minor,wax_brood,1,4,A,U,-12.18616,38.13871,IMAG2798,03-10-21,03-10-21 15:15,03-10-21 15:15,01-10-21 7:58,04-10-21 12:07,Ltl Acorn,Y,0,23,1633274132,1633274135,1633075080,1633349257,3,199053,75122,274177,1,baboon,A,1633503485,428405.005,1633075080,1633347955,4.96,272875,3.158
